product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
410,Бамия,2894,243,Овощи,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",1995-01-03,2021-06-06,0.33,Delivered
411,Фета,6948,283,Молочные продукты,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",1999-01-10,2001-01-03,4.6,Out of Stock
412,Айва,5985,116,Фрукты,Отличается удобством использования и экономичностью в расходе.,1993-11-11,2021-07-13,4.18,Available for Pickup
413,Таганрогская,461,280,Напитки,Отличается стабильностью вкуса и качества в течение всего срока хранения.,2002-06-03,2023-05-02,2.01,Refunded
414,Патиссон,7748,185,Овощи,Способствует снижению уровня стресса и улучшению настроения.,2005-04-05,2018-06-06,0.92,Awaiting Review
415,Ножи столовые,5017,519,Товары для дома,Помогает поддерживать нормальный уровень кислотности желудка.,1997-02-02,2004-03-09,2.98,Sold
416,Тефтели,6186,632,Мясо,"Обладает мягким вкусом, который нравится многим потребителям.",2012-02-04,2016-03-08,1.12,Refunded
417,Просо,184,493,Бакалея,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2004-04-01,2007-08-08,0.91,Refunded
418,Мацеста,3527,688,Напитки,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2009-06-15,2011-01-02,3.19,Refunded
419,Укроп,6351,971,Овощи,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2021-01-04,2027-06-01,1.48,On Backorder
420,Сэндвичи с ветчиной,5370,38,Мясо,"Отличается длительным сроком годности, что позволяет делать запасы.",2015-01-02,2028-05-02,4.34,Backorder
421,Стаканы,4311,316,Товары для дома,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",2012-01-05,2022-04-01,0.43,Available for Pickup
422,Молоко,9259,272,Молочные продукты,"Подходит для приготовления как горячих, так и холодных блюд.",2022-01-04,2030-06-10,2.39,Refunded
423,Моющее средство для пола,1189,46,Товары для дома,Отличается легкостью в переваривании и усвоении организмом.,1995-01-06,2023-02-02,4.95,New
424,Петрушка корневая,8721,491,Овощи,Может использоваться в вегетарианской диете как источник белка.,2005-02-07,2014-08-08,3.01,Awaiting Review
425,"Орехи (грецкий орех, миндаль, фундук)",2801,320,Бакалея,Помогает улучшить когнитивные функции и память.,1993-01-23,2010-01-26,0.06,Sold
426,Камамбер,7091,909,Молочные продукты,Подходит для использования в диетических программах для похудения.,1991-03-03,2019-01-12,3.88,Returned
427,Пакеты для подарков,6059,558,Товары для дома,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2013-06-18,2019-06-05,2.35,Returned
428,Груша,2194,922,Фрукты,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,1994-01-14,2004-01-02,4.91,Backorder
429,Пледы,9195,209,Товары для дома,Помогает улучшить когнитивные функции и память.,1997-06-13,2015-02-11,2.66,Delivered
430,"Семечки (тыквенные, подсолнечника)",3988,899,Бакалея,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",1994-01-26,2028-03-06,0.32,Temporarily Unavailable
431,Куриные ножки,9864,20,Мясо,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",2012-07-01,2025-02-20,3.34,Awaiting Payment
432,Золотое молоко,8753,369,Напитки,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2007-03-06,2010-06-03,1.38,Awaiting Payment
433,Пакеты для дня рождения,782,115,Товары для дома,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",2007-08-03,2022-11-01,0.45,Out of Stock
434,Йогурт,3307,664,Молочные продукты,Является важным элементом спортивного питания для восстановления после тренировок.,2012-03-04,2018-01-01,3.43,Temporarily Unavailable
435,Горячий шоколад,2383,1000,Напитки,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,1999-02-02,2027-01-16,1.45,Temporarily Unavailable
436,Зельц,4020,572,Мясо,"Отличается высоким содержанием глютамина, необходимого для восстановления мышц после физических нагрузок.",1993-03-08,2012-08-01,3.45,In Stock
437,Свекла,2251,944,Овощи,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",2022-07-06,2030-09-06,1.12,Returned
438,Гранат,503,803,Фрукты,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,1992-05-22,2003-09-03,0.73,Available for Pickup
439,Расческа,785,820,Товары для дома,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",1997-03-01,2012-02-10,1.9,Delivered
440,Спаржа,8664,900,Овощи,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2022-03-02,2027-02-03,4.1,Awaiting Payment
441,Vittel,8684,506,Напитки,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,2010-04-03,2029-01-04,1.68,Temporarily Unavailable
442,Салями,8721,816,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1991-02-17,1993-01-25,0.84,On Backorder
443,Куриные ножки,3310,555,Мясо,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2022-07-02,2024-01-08,4.62,Available for Pickup
444,Картофель,8660,165,Овощи,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2017-02-07,2019-03-10,4.73,Delivered
445,Цукини,5103,285,Овощи,"Помогает поддерживать нормальный уровень аллицина, вещества, обладающего антибактериальными и противогрибковыми свойствами.",2016-10-01,2020-10-01,0.84,Shipping
446,Каша из дробленной гречки,5992,650,Бакалея,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2015-01-20,2015-04-09,2.48,Cancelled
447,Гранат,3252,938,Фрукты,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",1999-04-01,2029-05-18,3.14,Refunded
448,Кристалл Байкала,1851,328,Напитки,Отличается высокими показателями усвояемости организмом.,2003-06-14,2017-04-07,1.7,Returned
449,Петрушка корневая,5012,50,Овощи,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",2017-07-09,2029-04-09,0.36,Refunded
450,Томская,2930,729,Напитки,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1995-03-03,2019-02-05,1.38,Awaiting Payment
451,Электрочайник,8837,285,Товары для дома,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2022-06-01,2027-01-04,0.19,Awaiting Review
452,Каша из дробленной ржаной крупы,7297,669,Бакалея,Отличается способностью повышать общий тонус и работоспособность.,1995-01-06,2024-01-06,0.42,Awaiting Payment
453,Йогурт натуральный,8465,257,Бакалея,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2010-01-07,2014-03-13,3.94,New
454,Каша из полбы,3061,678,Бакалея,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,2009-03-09,2026-03-12,2.99,Backorder
455,Малина,7171,486,Фрукты,"Является источником важных нутриентов, необходимых для роста и развития детей.",2005-05-01,2009-02-10,2.59,Temporarily Unavailable
456,Горошек консервированный,4952,338,Бакалея,Отличается хорошим сочетанием с различными специями и приправами.,2013-08-08,2024-02-07,0.19,Refunded
457,Сок апельсиновый,7130,10,Напитки,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2012-01-01,2019-03-10,1.66,Awaiting Review
458,Архыз,2174,919,Напитки,Помогает поддерживать нормальный обмен веществ и метаболизм.,2004-01-11,2019-02-09,1.95,Shipping
459,Пиво безалкогольное,4729,539,Напитки,"Отличается высоким содержанием нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2005-05-03,2009-06-02,1.87,Available for Pickup
460,Крымская,9106,620,Напитки,Способствует поддержанию нормальной микрофлоры кишечника.,2013-01-06,2030-03-04,2.13,Awaiting Review
461,Контейнеры для хранения продуктов,3188,424,Товары для дома,Подходит для использования в диетических программах для похудения.,2018-07-13,2025-07-12,1.81,Sold
462,Каша из дробленой булгура,9355,851,Бакалея,"Обеспечивает организм необходимыми жирами, белками и углеводами.",1996-04-08,2002-01-14,3.03,Sold
463,Йогурт,7858,618,Молочные продукты,Отличается удобством использования и экономичностью в расходе.,2018-07-05,2018-07-15,0.93,Cancelled
464,Топлёное молоко,5858,595,Молочные продукты,Подходит для использования в рецептах традиционной кухни разных стран.,1995-02-14,2011-01-07,4.14,Awaiting Review
465,Каша из сорго,7145,898,Бакалея,"Обеспечивает организм необходимыми жирами, белками и углеводами.",2013-03-01,2014-05-01,2.99,Out of Stock
466,Пахта,8161,759,Молочные продукты,Является неотъемлемой частью рациона многих народов мира.,2021-01-13,2022-05-17,4.2,Sold
467,Контейнеры для хранения продуктов,2764,821,Товары для дома,Подходит для использования в диетических программах для похудения.,2017-10-10,2028-04-12,2.85,Shipping
468,BonAqua,3547,903,Напитки,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",2014-02-04,2015-02-04,2.94,Awaiting Review
469,Кондиционер для белья,1079,686,Товары для дома,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2015-04-01,2018-02-20,3.41,Shipping
470,Геленджикская,6793,88,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",2004-05-10,2016-03-04,1.78,Shipping
471,Сок морковный,3050,817,Напитки,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",1996-04-02,2023-04-05,3.04,Sold
472,Ласси,9014,170,Молочные продукты,"Является источником незаменимых аминокислот, необходимых для построения мышц.",2007-04-03,2021-05-15,4.83,Shipping
473,Горошек консервированный,3716,863,Бакалея,Отличается хорошей совместимостью с другими продуктами питания.,2021-04-12,2029-07-09,0.03,In Stock
474,Просо,8033,913,Бакалея,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2007-02-02,2023-07-15,4.18,Returned
475,Абрикос,2587,393,Фрукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",1999-04-14,2009-03-13,4.38,Awaiting Review
476,Энчиладас с мясом,4665,990,Мясо,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2006-04-08,2013-05-08,0.3,Shipping
477,Каша из дробленого кускуса,8394,654,Бакалея,Помогает поддерживать нормальный уровень глюкозы в крови.,1992-06-04,2019-03-01,2.48,Pending
478,Старый источник,7114,723,Напитки,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1991-05-14,1996-06-04,0.91,Returned
479,Каша из дробленной поленты,1899,297,Бакалея,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1996-01-11,2007-01-09,5.0,Pending
480,Масло сливочное,6879,909,Молочные продукты,Подходит для использования в качестве замены традиционных молочных продуктов.,2017-01-08,2029-01-13,2.01,Available for Pickup
481,Кашинская,3294,389,Напитки,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2010-03-02,2017-03-03,4.52,Temporarily Unavailable
482,Персик,4521,321,Фрукты,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2009-05-11,2012-02-14,2.08,Returned
483,Фейхоа,9173,426,Фрукты,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2019-02-16,2020-05-02,2.51,Cancelled
484,Манты,9578,398,Мясо,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",1993-07-12,2029-01-01,2.16,New
485,Клинская,3350,186,Напитки,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2019-01-03,2020-10-17,1.93,Pending
486,Гамбургеры,2842,918,Мясо,Отличается высоким уровнем биологической доступности питательных веществ.,1998-02-10,2020-02-14,3.12,On Backorder
487,Масло сливочное,5689,113,Молочные продукты,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1996-02-03,2013-06-03,0.77,Backorder
488,Бадьян,5467,998,Бакалея,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",1994-01-11,2006-05-08,4.58,Delivered
489,Балык,2830,382,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2002-11-11,2008-01-08,3.79,Returned
490,Огурец,3268,579,Овощи,"Помогает поддерживать нормальный уровень дофамина, гормона, отвечающего за мотивацию и удовольствие.",1998-02-02,2030-01-26,2.52,Temporarily Unavailable
491,Каша из дробленого кускуса,3403,797,Бакалея,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2002-04-24,2010-01-10,0.92,Awaiting Review
492,Топинамбур,8658,814,Овощи,"Помогает поддерживать нормальный уровень аллицина, вещества, обладающего антибактериальными и противогрибковыми свойствами.",2017-02-12,2024-03-04,4.06,Out of Stock
493,Портулак,6606,180,Овощи,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2003-03-25,2006-01-01,1.03,Sold
494,Хинкали,1608,193,Мясо,"Подходит для приготовления как горячих, так и холодных блюд.",2011-02-03,2027-04-11,0.59,Pending
495,Горячий шоколад,7643,725,Напитки,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",1997-05-06,2011-03-09,2.34,Returned
496,Макароны,2805,3,Бакалея,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2004-02-02,2011-06-05,0.32,Awaiting Review
497,Кабачок,9791,679,Овощи,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2012-03-03,2018-01-04,4.8,Cancelled
498,Киви,840,69,Фрукты,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",2017-06-08,2027-02-11,4.9,Returned
499,Коктебельская,1283,957,Напитки,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2005-01-24,2009-02-08,0.99,In Stock
500,Варенец,4122,520,Молочные продукты,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2001-02-03,2022-06-05,4.18,Shipping
501,Курортная,4552,892,Напитки,"Не содержит консервантов и красителей, что делает его экологически чистым продуктом.",2005-06-03,2021-02-23,1.96,Refunded
502,Рамбутан,7096,95,Фрукты,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",2019-02-09,2028-04-01,1.4,In Stock
503,Растительное масло льняное,4049,913,Бакалея,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2001-09-03,2018-05-07,2.47,Shipping
504,Подставки под столовые приборы,5878,200,Товары для дома,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2013-04-15,2017-01-07,2.32,Out of Stock
505,Фахитас с мясом,1792,713,Мясо,Прошел сертификацию на соответствие требованиям органических стандартов.,1999-04-21,2023-05-06,2.17,Awaiting Review
506,Молоко,4497,947,Молочные продукты,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2013-01-15,2013-01-24,1.96,Available for Pickup
507,Нектарин,7378,554,Фрукты,Помогает поддерживать нормальный уровень глюкозы в крови.,1999-06-06,2023-05-05,0.49,New
508,Архыз,3365,926,Напитки,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",1999-02-04,2010-05-03,0.7,Returned
509,Сухое мясо,4772,375,Мясо,"Обладает мягким вкусом, который нравится многим потребителям.",2010-03-08,2012-01-03,1.66,Delivered
510,Алуштинская,1758,885,Напитки,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2003-01-04,2019-02-02,2.15,Shipping
511,Мортаделла,9325,423,Мясо,Широко используется в традиционной и современной кухне.,2020-05-10,2028-05-07,2.72,Sold
512,Карпаччо,1571,956,Мясо,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1991-03-06,2025-02-01,4.05,On Backorder
513,Пакеты пластиковые,4938,932,Товары для дома,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2003-03-09,2003-11-01,3.61,Backorder
514,Российский сыр,7337,993,Молочные продукты,Используется в косметологии для ухода за кожей и волосами.,2003-03-04,2008-01-18,4.97,Temporarily Unavailable
515,Просо,5755,885,Бакалея,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",2022-03-03,2024-03-10,2.5,Returned
516,Масала чай,1674,682,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,1997-03-05,2002-12-10,3.98,Returned
517,Творог,4317,793,Молочные продукты,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",1999-03-09,2000-06-11,0.47,Shipping
518,Лен семена,189,394,Бакалея,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2016-06-21,2021-05-04,1.08,Temporarily Unavailable
519,Топинамбур,6717,835,Овощи,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",1992-04-01,2023-03-02,2.39,In Stock
520,Шубат,4152,609,Молочные продукты,"Является источником важных нутриентов, необходимых для роста и развития детей.",2012-01-01,2028-01-04,2.64,Backorder
521,Молоко,397,223,Молочные продукты,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,2013-04-03,2023-01-21,3.08,Available for Pickup
522,Кондиционер для белья,2485,32,Товары для дома,Помогает поддерживать нормальный уровень энергии и выносливости.,2016-03-12,2026-01-24,1.9,Pending
523,Ростовская,7514,109,Напитки,"Отличается высоким содержанием глютамина, необходимого для восстановления мышц после физических нагрузок.",2013-06-10,2028-01-02,0.3,Delivered
524,Оленина,7959,683,Мясо,Прошел клинические испытания и рекомендован специалистами в области здравоохранения.,1993-01-03,2020-03-15,3.02,Sold
525,Пастернак,3544,539,Овощи,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2007-08-12,2013-11-04,2.75,Out of Stock
526,Салями,1950,485,Мясо,Помогает поддерживать оптимальный вес и форму тела.,1994-02-06,2015-03-01,1.84,Delivered
527,Окра,3859,247,Овощи,Отличается простотой в использовании и хранении.,2000-06-08,2015-02-28,2.7,Refunded
528,Наволочки,4634,694,Товары для дома,Является важным элементом спортивного питания для восстановления после тренировок.,2005-07-07,2019-03-08,2.17,On Backorder
529,Каша из дробленной гречки,3466,509,Бакалея,Подходит для использования в рецептах традиционной кухни разных стран.,1993-04-05,2009-02-23,0.74,In Stock
530,Панчетта,5416,106,Мясо,Помогает предотвратить дефицит витаминов и минералов в организме.,2021-04-19,2026-02-16,0.55,Delivered
531,Выборгская,4068,792,Напитки,Прошел все необходимые сертификации и соответствует международным стандартам.,2014-05-06,2020-02-20,3.47,Cancelled
532,Черный перец горошком,4223,323,Бакалея,Отличается высоким уровнем биологической доступности питательных веществ.,1996-03-08,2008-04-12,2.29,Available for Pickup
533,Эмменталь,3275,756,Молочные продукты,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2003-01-07,2016-06-17,0.95,Backorder
534,Помидор,8202,301,Овощи,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2001-01-08,2002-03-15,1.53,Refunded
535,Абрикос,321,306,Фрукты,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2022-03-10,2025-06-14,1.02,Refunded
536,Пакеты для музея,4445,199,Товары для дома,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1991-02-05,2012-01-06,0.02,Cancelled
537,Шелковица,9358,542,Фрукты,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2021-04-02,2029-02-14,2.49,Backorder
538,Наволочки,227,929,Товары для дома,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2021-04-01,2026-02-28,4.95,Refunded
539,Славяновская,7953,92,Напитки,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",1992-04-09,1997-08-14,3.83,Awaiting Payment
540,Ведро для мытья полов,9507,752,Товары для дома,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2016-04-08,2030-01-07,0.54,Backorder
541,Манго,902,633,Фрукты,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2012-02-10,2016-06-04,0.55,Out of Stock
542,Персик,9545,309,Фрукты,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",2011-06-02,2028-01-05,1.51,New
543,Пакеты для запекания,4541,758,Товары для дома,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2015-05-22,2017-06-25,2.96,Refunded
544,Яблоко,6667,902,Фрукты,Помогает укреплять стенки сосудов и улучшать кровообращение.,1999-04-15,2008-02-10,4.3,Returned
545,Кристалл Байкала,3049,998,Напитки,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2005-05-06,2027-01-09,2.16,In Stock
546,Брокколи,7303,930,Овощи,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",1998-05-03,2001-03-02,4.83,Pending
547,Лук-порей,4025,41,Овощи,"Является источником важных нутриентов, необходимых для роста и развития детей.",2001-03-12,2017-06-03,1.57,Returned
548,Оленина,8508,134,Мясо,Является важным компонентом рациона для поддержания гормонального баланса.,2000-03-25,2000-06-04,2.69,Shipping
549,Шалфей сушеный,2260,560,Бакалея,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2022-01-09,2030-06-01,4.85,New
550,Пакеты для спортзала,8175,784,Товары для дома,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2017-05-11,2018-01-04,3.59,Sold
551,Морковь,5925,827,Овощи,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,2005-02-11,2023-05-12,4.98,Awaiting Review
552,Апельсин,1240,534,Фрукты,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1991-01-07,2005-03-03,1.29,Refunded
553,Батат,1620,729,Овощи,Помогает улучшить работу мозга и повысить концентрацию внимания.,2011-06-03,2012-02-12,0.08,Sold
554,Язык,1279,259,Мясо,Может использоваться в косметических процедурах для увлажнения кожи.,2018-04-10,2021-02-24,4.21,Pending
555,Зеленый перец молотый,9212,161,Бакалея,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1995-01-21,1997-02-03,1.99,Refunded
556,Каша из ячменя,602,205,Бакалея,Помогает поддерживать здоровый цвет лица и упругость кожи.,1996-03-04,2015-02-02,3.99,Delivered
557,Пакеты для пляжа,8445,678,Товары для дома,"Обеспечивает организм необходимыми жирами, белками и углеводами.",1998-03-05,2002-01-01,4.98,Sold
558,Морс клюквенный,8709,262,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",2012-03-20,2021-03-05,0.05,Awaiting Payment
559,Голландский сыр,7964,350,Молочные продукты,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2012-03-20,2018-02-05,3.33,Returned
560,Schweppes Tonic Water,3184,571,Напитки,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1995-01-13,2004-02-11,0.84,Awaiting Review
561,Пакеты для лекарств,9621,576,Товары для дома,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2009-01-03,2021-02-19,4.31,In Stock
562,Новошахтинская,781,80,Напитки,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2009-01-25,2020-04-07,1.75,Returned
563,Каша из дробленной ржаной крупы,2260,251,Бакалея,"Помогает поддерживать нормальный уровень гамма-аминомасляной кислоты (GABA), успокаивающего нейромедиатора.",1997-02-14,2007-01-21,3.11,Delivered
564,Безалкогольный мохито,6577,127,Напитки,"Является источником антиоксидантов, замедляющих процессы старения.",2021-02-03,2030-03-09,1.43,Out of Stock
565,Пахта,6696,71,Молочные продукты,"Обеспечивает организм необходимыми жирами, белками и углеводами.",1998-05-09,2010-01-02,0.58,Returned
566,Молоко,6586,133,Молочные продукты,Улучшает настроение и общее самочувствие благодаря содержанию триптофана.,1995-06-05,2001-05-03,3.59,Delivered
567,Камамбер,7670,844,Молочные продукты,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",2016-05-11,2030-05-03,1.45,Out of Stock
568,Гранат,7323,643,Фрукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",1999-01-11,2015-03-15,2.7,Awaiting Review
569,Пирожки с мясом,538,687,Мясо,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,1993-02-01,2011-01-09,2.02,Cancelled
570,Фейхоа,7583,927,Фрукты,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,2011-01-26,2028-01-02,4.16,On Backorder
571,Каша из дробленой ячменя,1759,325,Бакалея,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,1998-01-05,2009-07-02,0.08,New
572,Тимьян сушеный,5842,717,Бакалея,"Отличается высоким содержанием антиоксидантов, защищающих клетки от окислительного стресса.",1999-02-04,2009-06-05,1.3,Backorder
573,Панчетта,2880,176,Мясо,"Богат кальцием, необходимым для укрепления костей и зубов.",2016-02-01,2025-01-01,1.43,Delivered
574,Ставропольская,7215,351,Напитки,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2013-06-06,2024-11-02,2.92,Available for Pickup
575,Редис,345,866,Овощи,Помогает снизить риск развития сердечно-сосудистых заболеваний.,2008-01-16,2018-05-02,1.35,Refunded
576,Творог,2137,213,Молочные продукты,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",2019-07-01,2025-04-05,2.93,Shipping
577,Самса,5382,401,Мясо,"Отличается высоким содержанием марганца, необходимого для здоровья костей и соединительных тканей.",1998-02-03,2023-09-03,1.19,In Stock
578,Масло сливочное,8311,457,Молочные продукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1998-03-04,2020-07-05,4.69,On Backorder
579,Тыквенные семечки,7440,228,Бакалея,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",2011-01-01,2024-02-01,4.59,Sold
580,Карамбола,9660,237,Фрукты,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2002-01-12,2005-06-04,3.0,Shipping
581,Масло сливочное,9176,953,Молочные продукты,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1992-04-10,2009-05-04,2.06,Shipping
582,Душистый перец горошком,2331,612,Бакалея,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",2007-07-03,2017-01-22,1.93,Out of Stock
583,Айва,1779,205,Фрукты,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",2022-01-08,2028-04-23,1.95,Cancelled
584,Горох,9036,834,Овощи,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2009-03-03,2017-01-19,4.63,Out of Stock
585,Анис звездчатый,2893,125,Бакалея,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2003-02-12,2006-01-07,1.39,In Stock
586,Чечевица,4305,645,Овощи,"Обладает мягким вкусом, который нравится многим потребителям.",2010-10-07,2014-05-12,2.19,Awaiting Payment
587,Мытищинская,3648,267,Напитки,Может использоваться в косметических процедурах для увлажнения кожи.,2017-04-15,2027-01-09,2.88,Refunded
588,Йогурт,7011,59,Молочные продукты,Отличается стабильностью вкуса и качества в течение всего срока хранения.,2017-01-01,2020-03-17,3.04,Delivered
